Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
unmatched_applicants,106.0,77.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,79.0,80.0,82.0,80.0,83.0,84.0,81.0,82.0,85.0,84.0,84.0,88.0,86.0,92.0,91.0,92.0,91.0,91.0,90.0,95.0,99.0,102.0,100.0,100.0,102.0
unmatched_applicants,106.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,78.0,77.0,79.0,82.0,79.0,82.0,83.0,83.0,82.0,82.0,85.0,88.0,87.0,88.0,90.0,90.0,94.0,94.0,91.0,94.0,94.0,98.0,98.0,100.0,102.0,102.0
unmatched_applicants,106.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,78.0,78.0,78.0,79.0,80.0,81.0,82.0,84.0,83.0,84.0,83.0,84.0,88.0,88.0,90.0,90.0,91.0,92.0,92.0,94.0,94.0,95.0,97.0,101.0,99.0,98.0,102.0
unmatched_applicants,106.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,78.0,77.0,79.0,78.0,80.0,82.0,82.0,83.0,84.0,84.0,82.0,84.0,87.0,84.0,89.0,88.0,91.0,93.0,92.0,93.0,96.0,95.0,104.0,96.0,104.0,102.0,102.0
unmatched_applicants,106.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,78.0,77.0,78.0,81.0,81.0,79.0,80.0,81.0,82.0,83.0,82.0,84.0,86.0,86.0,87.0,89.0,91.0,94.0,94.0,92.0,93.0,94.0,97.0,96.0,100.0,102.0,103.0
unmatched_applicants,106.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,79.0,79.0,80.0,77.0,85.0,83.0,82.0,84.0,84.0,86.0,88.0,89.0,91.0,90.0,93.0,92.0,92.0,92.0,92.0,95.0,97.0,98.0,99.0,99.0,101.0
unmatched_applicants,106.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,79.0,80.0,85.0,82.0,82.0,81.0,86.0,85.0,82.0,87.0,89.0,88.0,90.0,90.0,93.0,93.0,93.0,93.0,97.0,99.0,98.0,96.0,100.0,103.0
unmatched_applicants,106.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,78.0,76.0,76.0,77.0,79.0,78.0,81.0,82.0,84.0,80.0,81.0,80.0,86.0,86.0,87.0,88.0,93.0,89.0,92.0,95.0,91.0,91.0,94.0,98.0,101.0,97.0,96.0,99.0,103.0
unmatched_applicants,106.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,77.0,78.0,79.0,82.0,82.0,82.0,82.0,85.0,85.0,81.0,86.0,86.0,90.0,88.0,89.0,92.0,94.0,93.0,92.0,92.0,97.0,98.0,99.0,98.0,97.0,103.0
unmatched_applicants,106.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,77.0,76.0,76.0,77.0,80.0,80.0,80.0,81.0,82.0,83.0,84.0,82.0,83.0,88.0,87.0,88.0,88.0,91.0,94.0,93.0,91.0,94.0,95.0,100.0,94.0,100.0,100.0,102.0
unmatched_applicants,106.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,77.0,79.0,82.0,80.0,83.0,81.0,83.0,82.0,83.0,85.0,86.0,87.0,89.0,89.0,91.0,93.0,94.0,92.0,93.0,95.0,98.0,96.0,102.0,100.0,104.0
unmatched_applicants,106.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,78.0,77.0,76.0,78.0,77.0,80.0,80.0,80.0,81.0,83.0,83.0,84.0,87.0,85.0,86.0,88.0,89.0,88.0,91.0,91.0,92.0,92.0,92.0,98.0,96.0,98.0,100.0,98.0,105.0
unmatched_applicants,106.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,77.0,80.0,77.0,84.0,81.0,82.0,83.0,85.0,82.0,86.0,87.0,85.0,91.0,93.0,89.0,92.0,92.0,93.0,91.0,96.0,96.0,99.0,100.0,98.0,101.0,104.0
unmatched_applicants,106.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,77.0,78.0,78.0,80.0,83.0,81.0,82.0,82.0,84.0,82.0,84.0,88.0,88.0,94.0,89.0,93.0,94.0,93.0,93.0,94.0,97.0,98.0,96.0,98.0,100.0,101.0
unmatched_applicants,106.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,78.0,79.0,80.0,82.0,81.0,81.0,81.0,80.0,83.0,86.0,86.0,87.0,88.0,93.0,89.0,95.0,92.0,93.0,91.0,96.0,97.0,94.0,102.0,102.0,103.0
unmatched_applicants,106.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,77.0,80.0,81.0,81.0,83.0,80.0,84.0,81.0,85.0,85.0,87.0,88.0,91.0,89.0,91.0,92.0,91.0,94.0,91.0,96.0,97.0,94.0,100.0,101.0,105.0
unmatched_applicants,106.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,77.0,78.0,81.0,82.0,84.0,86.0,83.0,85.0,84.0,85.0,88.0,86.0,89.0,92.0,90.0,94.0,92.0,92.0,93.0,96.0,97.0,99.0,97.0,101.0,102.0
unmatched_applicants,106.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,77.0,77.0,80.0,82.0,82.0,82.0,84.0,86.0,83.0,85.0,84.0,87.0,87.0,91.0,88.0,93.0,94.0,92.0,91.0,95.0,95.0,99.0,99.0,97.0,100.0,104.0
unmatched_applicants,106.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,77.0,77.0,77.0,79.0,82.0,81.0,84.0,81.0,85.0,83.0,82.0,86.0,88.0,89.0,86.0,90.0,92.0,93.0,90.0,91.0,94.0,96.0,97.0,100.0,97.0,98.0,103.0
unmatched_applicants,106.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,78.0,77.0,76.0,76.0,76.0,80.0,80.0,79.0,83.0,83.0,82.0,83.0,85.0,85.0,88.0,87.0,91.0,91.0,92.0,94.0,94.0,93.0,94.0,96.0,98.0,101.0,102.0,98.0,102.0
unmatched_applicants,106.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,77.0,76.0,76.0,77.0,78.0,82.0,80.0,84.0,82.0,83.0,85.0,84.0,85.0,86.0,90.0,89.0,89.0,93.0,94.0,93.0,93.0,95.0,96.0,93.0,96.0,97.0,101.0,104.0
unmatched_applicants,106.0,77.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,80.0,82.0,82.0,84.0,81.0,82.0,81.0,84.0,81.0,89.0,88.0,88.0,90.0,93.0,94.0,92.0,92.0,95.0,95.0,96.0,99.0,100.0,102.0,102.0
unmatched_applicants,106.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,76.0,76.0,77.0,78.0,81.0,79.0,80.0,83.0,85.0,82.0,82.0,83.0,85.0,88.0,87.0,86.0,93.0,90.0,93.0,93.0,95.0,94.0,97.0,95.0,98.0,100.0,102.0,103.0
unmatched_applicants,106.0,77.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,76.0,80.0,78.0,80.0,83.0,83.0,84.0,84.0,82.0,84.0,84.0,87.0,87.0,92.0,87.0,92.0,91.0,91.0,95.0,94.0,93.0,96.0,98.0,99.0,102.0,103.0
unmatched_applicants,106.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,77.0,79.0,79.0,84.0,80.0,82.0,82.0,81.0,83.0,87.0,87.0,86.0,86.0,88.0,93.0,94.0,91.0,92.0,95.0,99.0,94.0,98.0,98.0,102.0,102.0
unmatched_applicants,106.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,77.0,77.0,77.0,78.0,80.0,81.0,83.0,81.0,82.0,86.0,83.0,86.0,82.0,87.0,86.0,92.0,91.0,91.0,92.0,93.0,95.0,94.0,98.0,96.0,99.0,101.0,102.0,102.0
