Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
unmatched_applicants,85.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,77.0,79.0,78.0,80.0,79.0,80.0,81.0,81.0,81.0,84.0,83.0,87.0,91.0,86.0,85.0
unmatched_applicants,89.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,78.0,79.0,80.0,81.0,83.0,81.0,81.0,79.0,82.0,79.0,84.0,81.0,81.0,85.0,85.0,82.0
unmatched_applicants,87.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,80.0,81.0,81.0,80.0,84.0,82.0,78.0,79.0,85.0,82.0,84.0,84.0,84.0,83.0,84.0
unmatched_applicants,87.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,80.0,81.0,78.0,80.0,80.0,81.0,81.0,81.0,84.0,86.0,83.0,87.0,86.0,83.0
unmatched_applicants,88.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,79.0,80.0,82.0,79.0,80.0,80.0,83.0,81.0,81.0,82.0,80.0,85.0,82.0,89.0,85.0,87.0
unmatched_applicants,87.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,79.0,79.0,81.0,83.0,80.0,80.0,78.0,82.0,79.0,83.0,82.0,83.0,83.0,83.0,83.0,88.0
unmatched_applicants,88.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,79.0,79.0,79.0,82.0,79.0,82.0,82.0,81.0,78.0,83.0,83.0,80.0,85.0,84.0,85.0,82.0
unmatched_applicants,89.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,77.0,78.0,81.0,79.0,78.0,82.0,81.0,79.0,79.0,82.0,82.0,84.0,86.0,84.0,86.0,84.0
unmatched_applicants,84.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,78.0,80.0,80.0,81.0,80.0,82.0,80.0,80.0,80.0,81.0,80.0,82.0,82.0,80.0,88.0,86.0
unmatched_applicants,86.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,79.0,80.0,83.0,79.0,82.0,78.0,83.0,80.0,82.0,79.0,83.0,85.0,86.0,85.0,81.0
unfilled_spots,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,4.0,3.0,4.0,5.0,5.0,5.0,8.0,7.0,11.0,15.0,10.0,9.0
unfilled_spots,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,5.0,7.0,5.0,5.0,3.0,6.0,3.0,8.0,5.0,5.0,9.0,9.0,6.0
unfilled_spots,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,4.0,8.0,6.0,2.0,3.0,9.0,6.0,8.0,8.0,8.0,7.0,8.0
unfilled_spots,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,8.0,10.0,7.0,11.0,10.0,7.0
unfilled_spots,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,6.0,3.0,4.0,4.0,7.0,5.0,5.0,6.0,4.0,9.0,6.0,13.0,9.0,11.0
