Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
unmatched_applicants,84.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,70.0,71.0,71.0,72.0,70.0,73.0,72.0,73.0,73.0,72.0,75.0,77.0,74.0,74.0,79.0,77.0,72.0,77.0,77.0,80.0,81.0,81.0,82.0,77.0,82.0,80.0,82.0
unmatched_applicants,85.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,71.0,70.0,71.0,74.0,74.0,73.0,73.0,73.0,73.0,74.0,73.0,77.0,72.0,76.0,79.0,80.0,78.0,83.0,83.0,80.0,85.0,81.0,85.0,81.0,79.0
unmatched_applicants,79.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,71.0,72.0,72.0,70.0,71.0,71.0,71.0,71.0,74.0,74.0,73.0,75.0,75.0,74.0,75.0,77.0,78.0,75.0,77.0,84.0,79.0,78.0,83.0,83.0,81.0,83.0,76.0
unmatched_applicants,82.0,71.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,70.0,70.0,70.0,71.0,70.0,71.0,73.0,73.0,71.0,73.0,76.0,74.0,76.0,73.0,73.0,75.0,75.0,75.0,78.0,76.0,76.0,81.0,78.0,77.0,82.0,80.0,83.0,78.0,80.0
unmatched_applicants,81.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,72.0,70.0,70.0,70.0,72.0,73.0,71.0,73.0,75.0,75.0,74.0,76.0,76.0,75.0,80.0,77.0,77.0,76.0,80.0,78.0,84.0,80.0,85.0,82.0,78.0,81.0
unmatched_applicants,84.0,71.0,71.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,70.0,71.0,72.0,73.0,76.0,75.0,74.0,75.0,73.0,75.0,81.0,76.0,78.0,80.0,79.0,81.0,78.0,78.0,79.0,76.0,84.0,85.0,83.0
unmatched_applicants,83.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,70.0,70.0,70.0,70.0,71.0,71.0,73.0,73.0,72.0,73.0,74.0,73.0,73.0,73.0,75.0,74.0,74.0,78.0,82.0,80.0,79.0,85.0,82.0,83.0,80.0,82.0,83.0,81.0
unmatched_applicants,83.0,71.0,70.0,72.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,70.0,70.0,70.0,70.0,71.0,71.0,71.0,72.0,73.0,73.0,72.0,74.0,74.0,73.0,75.0,75.0,78.0,76.0,77.0,76.0,76.0,80.0,84.0,84.0,82.0,83.0,81.0,82.0
unmatched_applicants,83.0,70.0,70.0,70.0,71.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,71.0,71.0,70.0,71.0,71.0,73.0,72.0,72.0,74.0,73.0,77.0,74.0,72.0,71.0,81.0,78.0,77.0,78.0,79.0,79.0,79.0,78.0,79.0,81.0,83.0,86.0
unmatched_applicants,90.0,71.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,70.0,70.0,71.0,72.0,73.0,72.0,73.0,71.0,75.0,73.0,77.0,74.0,74.0,78.0,80.0,81.0,78.0,77.0,79.0,77.0,81.0,80.0,78.0,80.0,79.0
unfilled_spots,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,3.0,2.0,3.0,3.0,2.0,5.0,7.0,4.0,4.0,9.0,7.0,2.0,7.0,7.0,10.0,11.0,11.0,12.0,7.0,12.0,10.0,12.0
unfilled_spots,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,7.0,2.0,6.0,9.0,10.0,8.0,13.0,13.0,10.0,15.0,11.0,15.0,11.0,9.0
