Parameter,0,1,2,3,4,5,6
unmatched_applicants,844.0,844.0,844.0,844.0,844.0,844.0,844.0
unmatched_applicants,844.0,844.0,844.0,844.0,844.0,844.0,844.0
unmatched_applicants,844.0,844.0,844.0,844.0,844.0,844.0,844.0
unmatched_applicants,844.0,844.0,844.0,844.0,844.0,844.0,844.0
unmatched_applicants,844.0,844.0,844.0,844.0,844.0,844.0,844.0
unmatched_applicants,844.0,844.0,844.0,844.0,844.0,844.0,844.0
unmatched_applicants,844.0,844.0,844.0,844.0,844.0,844.0,844.0
unmatched_applicants,844.0,844.0,844.0,844.0,844.0,844.0,844.0
unmatched_applicants,844.0,844.0,844.0,844.0,844.0,844.0,844.0
unmatched_applicants,844.0,844.0,844.0,844.0,844.0,844.0,844.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reviews_per_program,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301
reviews_per_program,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301
reviews_per_program,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301
reviews_per_program,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301
reviews_per_program,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301
reviews_per_program,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301
reviews_per_program,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301
reviews_per_program,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301
reviews_per_program,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301
reviews_per_program,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301,78.18867924528301
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_interview_given_nosignal,1.0,1.0,1.0,1.0,1.0,1.0,0.9988738738738738
pct_interview_given_nosignal,1.0,1.0,0.9997747747747747,1.0,1.0,0.9997184684684685,1.0
