Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
unmatched_applicants,77.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,71.0,70.0,73.0,72.0,72.0,75.0,73.0,74.0
unmatched_applicants,73.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,70.0,71.0,73.0,72.0,72.0,73.0,74.0
unmatched_applicants,73.0,70.0,70.0,70.0,71.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,72.0,71.0,72.0,73.0,73.0,76.0
unmatched_applicants,74.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,70.0,73.0,74.0,75.0
unmatched_applicants,72.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,71.0,72.0,70.0,71.0,72.0,72.0,74.0
unmatched_applicants,73.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,70.0,71.0,72.0,72.0,71.0,73.0,74.0
unmatched_applicants,75.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,70.0,70.0,72.0,72.0,72.0,77.0,72.0,74.0
unmatched_applicants,75.0,70.0,70.0,71.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,73.0,71.0,71.0,71.0,71.0,71.0,72.0,74.0,73.0
unmatched_applicants,76.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,72.0,70.0,71.0,73.0,74.0,75.0
unmatched_applicants,74.0,70.0,71.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,74.0,72.0,74.0,74.0
