Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
unmatched_applicants,280.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,273.0,273.0,272.0,274.0,273.0,274.0,276.0,276.0
unmatched_applicants,280.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,273.0,272.0,273.0,275.0,276.0,275.0,277.0
unmatched_applicants,279.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,273.0,272.0,273.0,276.0,275.0,276.0,278.0
unmatched_applicants,281.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,273.0,272.0,273.0,272.0,273.0,275.0,274.0,278.0
unmatched_applicants,280.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,274.0,272.0,273.0,276.0,276.0,276.0,278.0
unmatched_applicants,280.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,274.0,274.0,273.0,275.0,276.0,274.0,277.0
unmatched_applicants,278.0,272.0,272.0,272.0,272.0,272.0,272.0,273.0,272.0,272.0,272.0,272.0,274.0,275.0,275.0,275.0,278.0
unmatched_applicants,279.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,274.0,274.0,275.0,275.0,277.0,276.0
unmatched_applicants,280.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,273.0,274.0,274.0,272.0,274.0,277.0,276.0
unmatched_applicants,279.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,273.0,272.0,272.0,274.0,274.0,276.0,277.0,278.0
unfilled_spots,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,4.0,4.0
unfilled_spots,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,3.0,5.0
unfilled_spots,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,4.0,6.0
unfilled_spots,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,6.0
unfilled_spots,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,4.0,4.0,6.0
