Parameter,0,1,2,3,4,5,6
unmatched_applicants,726.0,726.0,726.0,726.0,726.0,726.0,726.0
unmatched_applicants,726.0,726.0,726.0,726.0,726.0,726.0,726.0
unmatched_applicants,726.0,726.0,726.0,726.0,726.0,726.0,726.0
unmatched_applicants,726.0,726.0,726.0,726.0,726.0,726.0,726.0
unmatched_applicants,726.0,726.0,726.0,726.0,726.0,726.0,726.0
unmatched_applicants,726.0,726.0,726.0,726.0,726.0,726.0,726.0
unmatched_applicants,726.0,726.0,726.0,726.0,726.0,726.0,726.0
unmatched_applicants,726.0,726.0,726.0,726.0,726.0,726.0,726.0
unmatched_applicants,726.0,726.0,726.0,726.0,726.0,726.0,726.0
unmatched_applicants,726.0,726.0,726.0,726.0,726.0,726.0,726.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reviews_per_program,66.25,66.25,66.25,66.25,66.25,66.25,66.25
reviews_per_program,66.25,66.25,66.25,66.25,66.25,66.25,66.25
reviews_per_program,66.25,66.25,66.25,66.25,66.25,66.25,66.25
reviews_per_program,66.25,66.25,66.25,66.25,66.25,66.25,66.25
reviews_per_program,66.25,66.25,66.25,66.25,66.25,66.25,66.25
reviews_per_program,66.25,66.25,66.25,66.25,66.25,66.25,66.25
reviews_per_program,66.25,66.25,66.25,66.25,66.25,66.25,66.25
reviews_per_program,66.25,66.25,66.25,66.25,66.25,66.25,66.25
reviews_per_program,66.25,66.25,66.25,66.25,66.25,66.25,66.25
